society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
vipul belmonte,6.5,sector 53,21922.0,3,4,3+,0.0,Old Property,flat,2683.0,1,0,0,0,1,0,72
maxworth city residences,0.8,sector 10a,6400.0,2,3,2,9.0,New Property,flat,1389.0,0,0,0,0,0,0,46
puri emerald bay,2.25,sector 104,10465.0,3,4,3+,4.0,Relatively New,flat,2303.0,0,1,0,0,0,2,159
shri banke bihari society,1.37,sector 56,9133.0,3,3,3+,2.0,Old Property,flat,1450.0,0,0,0,0,1,0,174
independent,7.0,sector 26,39260.0,5,5,2,3.0,Relatively New,house,1783.0,0,1,0,0,0,0,9
bestech park view residency,1.55,sector 2,8072.0,3,4,3+,4.0,Old Property,flat,1738.0,0,1,0,0,0,0,84
independent,18.0,sector 26,39841.0,5,4,3+,4.0,Moderately Old,house,4518.0,1,1,1,1,0,2,113
smart world gems,1.05,sector 89,9519.0,2,2,2,4.0,Under Construction,flat,1103.0,1,0,0,0,1,0,38
dlf new town heights,1.42,sector 90,4864.0,4,4,3+,8.0,Moderately Old,flat,2139.0,0,1,1,0,0,0,31
antriksh heights,0.92,sector 84,5041.0,3,3,3,2.0,Relatively New,flat,1652.0,1,0,0,1,0,0,67
adani aangan arcade,0.45,sector 88a,7200.0,2,2,1,3.0,New Property,flat,694.0,0,0,0,0,0,0,14
dlf regal gardens,1.26,sector 90,7636.0,3,3,2,12.0,Relatively New,flat,1650.0,0,0,0,0,1,0,8
shapoorji pallonji joyville,1.1,sector 102,12022.0,2,2,1,7.0,Relatively New,flat,915.0,0,0,0,0,0,0,0
eldeco mansionz,5.0,sector 48,21368.0,7,7,3,2.0,Moderately Old,house,2340.0,0,0,0,0,0,2,40
vipul lavanya,1.28,sector 81,7174.0,3,3,3,1.0,Moderately Old,flat,1982.0,0,1,0,1,0,2,49
international city by sobha phase 1,5.75,sector 109,16429.0,4,4,2,3.0,Relatively New,house,4800.0,0,1,0,0,0,0,146
paras dews,0.87,sector 106,9255.0,2,2,3+,1.0,New Property,flat,1120.0,0,0,0,0,0,0,174
ireo the corridors,1.6,sector 67a,9264.0,3,3,2,3.0,New Property,flat,1346.0,0,0,1,0,0,2,142
dlf park place,4.86,sector 54,25920.0,3,4,3+,7.0,Relatively New,flat,1875.0,0,1,0,0,0,2,49
ashok vihar phase 3 gurgaon,0.95,sector 3 phase 3 extension,8879.0,4,3,2,1.0,Old Property,house,1070.0,0,0,0,0,0,0,8
ss the leaf,1.14,sector 85,6951.0,2,2,3,4.0,Relatively New,flat,1484.0,0,0,0,0,0,0,109
independent,0.27,sector 7,12000.0,2,2,1,2.0,Moderately Old,house,225.0,0,0,0,0,0,0,12
chd avenue,0.95,sector 71,7929.0,2,2,2,5.0,Moderately Old,flat,1084.0,0,0,0,0,0,2,142
lord krishna,2.7,sector 12,8571.0,4,3,3,6.0,Old Property,flat,3150.0,0,0,0,0,0,0,0
m3m golfestate,6.15,sector 65,15998.0,3,5,3+,1.0,Relatively New,flat,4271.0,0,1,0,0,0,1,49
tulip violet,1.38,sector 69,8972.0,3,3,1,12.0,Relatively New,flat,1709.0,0,0,0,0,0,0,174
ss the coralwood,1.1,sector 84,4857.0,3,3,2,9.0,Relatively New,flat,1584.0,0,0,0,0,0,0,75
vipul tatvam villa,8.4,sector 48,21000.0,4,5,3+,2.0,Moderately Old,house,4000.0,1,1,0,1,0,2,49
vatika the seven lamps,1.0,sector 82,6969.0,2,2,2,14.0,Relatively New,flat,1299.0,1,0,0,0,1,0,69
m3m skywalk,1.52,sector 74,13342.0,2,2,3,6.0,Relatively New,flat,1250.0,0,0,1,0,0,0,174
tulip violet,1.37,sector 69,8907.0,3,3,1,12.0,Relatively New,flat,1392.0,0,0,0,0,0,0,116
tulip leaf,2.07,sector 69,11423.0,3,3,3,16.0,Relatively New,flat,1640.0,0,0,0,0,0,0,49
mapsko mount ville,1.25,sector 79,8389.0,3,3,3+,16.0,Relatively New,flat,1656.0,0,0,0,0,0,2,49
shapoorji pallonji joyville gurugram,1.4,sector 102,10378.0,2,2,2,11.0,New Property,flat,1166.0,0,0,0,0,0,2,49
independent,1.1,sector 4,6111.0,4,4,3+,2.0,Old Property,house,1800.0,0,0,0,0,0,0,7
shapoorji pallonji joyville gurugram,2.0,sector 102,17729.0,3,3,3+,1.0,Relatively New,flat,1456.0,0,0,1,0,0,0,139
m3m skywalk,1.48,sector 74,12333.0,2,2,3,13.0,Relatively New,flat,1300.0,0,0,1,0,0,0,158
smart world orchard,2.41,sector 61,14785.0,3,3,3,2.0,New Property,flat,1630.0,0,0,0,0,0,2,61
dlf belvedere towers,3.4,sector 25,13765.0,4,4,3,1.0,Old Property,flat,2744.0,0,1,0,0,0,0,26
bestech park view city,4.25,sector 48,9334.0,4,5,3+,14.0,Moderately Old,flat,4120.0,1,0,0,0,0,2,81
aipl the peaceful homes,1.6,sector 70a,9584.0,2,2,2,22.0,Moderately Old,flat,1416.0,0,0,0,0,0,0,86
emaar gurgaon greens,1.54,sector 102,9333.0,3,3,3,12.0,Relatively New,flat,1315.0,0,1,0,0,0,0,61
dlf the ultima,2.45,sector 81,11491.0,3,3,2,9.0,Relatively New,flat,1800.0,0,1,0,0,0,2,174
radhakrishna society,0.55,sector 23,5000.0,2,2,1,1.0,Moderately Old,flat,995.0,0,0,0,0,0,2,29
palam vihar society,3.35,sector 2,7444.0,4,4,3+,2.0,New Property,flat,5000.0,1,0,0,0,0,0,66
ss the leaf,1.05,sector 85,6402.0,2,2,3,6.0,Relatively New,flat,1484.0,0,0,0,0,1,0,49
shree vardhman flora,0.65,sector 90,4814.0,2,2,3,3.0,Relatively New,flat,1222.0,1,0,0,0,0,0,106
cghs airport apartment,1.8,sector 47,6000.0,4,4,3+,4.0,Moderately Old,flat,2857.0,0,0,1,0,0,2,120
signature global solera,0.5,sector 107,7751.0,3,2,2,6.0,Relatively New,flat,717.0,0,0,0,0,1,0,49
emaar mgf emerald floors premier,2.25,sector 65,13636.0,3,3,3+,3.0,Relatively New,flat,1493.0,1,1,0,0,0,0,152
gls arawali homes,0.28,sohna road,4307.0,2,2,2,12.0,New Property,flat,588.0,0,0,0,0,0,0,0
sobha city,2.9,sector 108,14478.0,3,4,2,11.0,Relatively New,flat,2003.04,0,0,0,0,0,0,108
antriksh heights,0.9,sector 84,4444.0,3,3,3,18.0,Relatively New,flat,1833.0,0,1,0,1,0,0,59
orchid petals,2.23,sector 49,10969.0,3,3,3,14.0,Relatively New,flat,1840.0,0,0,0,0,1,0,40
mapsko mount ville,1.2,sector 79,8053.0,3,3,3,24.0,Relatively New,flat,1348.0,0,0,0,0,0,2,8
puri the aravallis,3.87,sector 61,17200.0,3,4,3+,21.0,Under Construction,flat,2250.0,0,1,0,0,0,0,58
paras dews,1.42,sector 106,6029.0,4,6,3+,11.0,Relatively New,flat,2131.0,0,1,0,0,0,0,143
afnhb jalvayu vihar,1.3,sector 30,10000.0,3,3,2,2.0,Old Property,flat,1401.0,0,0,0,0,0,0,19
espire south,1.32,sector 68,9050.0,2,2,2,9.0,New Property,flat,1460.0,0,0,0,0,0,0,0
bestech altura,2.55,sector 79,9532.0,4,5,2,4.0,New Property,flat,2675.0,0,1,0,0,0,0,44
dlf new town heights,1.25,sector 90,8638.0,3,4,3+,0.0,Old Property,flat,1608.0,0,1,0,0,0,1,31
pareena coban residences,1.3,sector 99a,6510.0,3,3,0,16.0,New Property,flat,1997.0,0,0,0,0,0,0,0
vatika the seven lamps,1.6,sector 82,6598.0,4,4,3+,16.0,Moderately Old,house,2425.0,0,1,0,0,0,0,94
unitech vistas,0.53,sector 70,4800.0,2,2,2,9.0,Under Construction,flat,991.0,0,0,0,0,1,0,24
shree vardhman victoria,1.75,sector 70,8974.0,3,4,2,16.0,Relatively New,flat,1950.0,0,1,0,1,0,0,49
umang winter hills,1.2,sector 77,6586.0,3,3,3,14.0,Relatively New,flat,1822.0,0,0,0,0,0,0,46
signature global city,1.25,sector 37d,6082.0,3,3,3,4.0,Under Construction,flat,2283.0,0,0,0,0,0,0,16
tata primanti,3.3,sector 72,15102.0,3,4,3+,15.0,New Property,flat,2185.14,0,1,0,0,0,1,174
independent,5.65,sector 23,17706.0,7,7,3+,2.0,Moderately Old,house,5000.0,0,1,0,1,0,0,68
mariners home,2.11,sector 56,8612.0,3,2,3,4.0,Relatively New,flat,2250.0,0,0,0,0,1,2,126
raheja teachers apartments,1.2,sector 31,7272.0,3,2,2,1.0,Moderately Old,flat,1450.0,0,0,0,0,1,1,105
ansal harmony homes,1.12,sector 57,10666.0,2,2,1,0.0,Old Property,flat,950.0,0,0,0,0,0,0,72
tata primanti,6.75,sector 72,19285.0,4,4,3+,0.0,New Property,flat,4000.0,0,1,0,0,0,2,174
puri emerald bay,2.65,sector 104,15007.0,3,4,3,15.0,Relatively New,flat,2090.0,0,1,0,0,0,2,174
paras dews,1.25,sector 106,10656.0,3,4,3,14.0,Relatively New,flat,1305.0,1,1,0,0,0,0,167
suncity essel towers,6.0,sector 28,22222.0,4,4,3+,3.0,Old Property,house,2700.0,1,0,0,0,0,2,89
independent,10.0,sector 45,30864.0,6,6,3+,4.0,Moderately Old,house,3240.0,1,1,1,1,0,2,70
m3m heights,2.01,sector 65,13500.0,2,2,3,8.0,New Property,flat,1482.0,1,0,0,0,0,0,44
m3m golfestate,5.3,sector 65,24211.0,3,3,3,38.0,Moderately Old,flat,2506.0,0,1,0,0,0,1,49
sare homes,1.1,sector 92,5347.0,4,4,3,4.0,Relatively New,flat,2286.0,0,1,0,0,0,0,108
dlf the ultima,2.25,sector 81,10553.0,3,3,3+,6.0,New Property,flat,1929.0,0,1,0,0,0,1,168
green court,0.38,new,5507.0,2,2,1,7.0,Under Construction,flat,767.0,0,0,0,0,0,0,35
m3m capital,2.0,sector 113,12012.0,3,3,2,24.0,Under Construction,flat,1507.0,0,0,0,0,0,0,47
indiabulls enigma,4.1,sector 110,10567.0,5,5,2,10.0,Relatively New,flat,3500.0,0,1,0,0,0,0,159
ats marigold,1.85,sector 89,8604.0,3,3,3+,12.0,New Property,flat,1946.0,0,1,0,0,0,0,37
godrej nature plus,1.65,sector 33,14335.0,2,2,3,1.0,Under Construction,flat,1279.0,0,0,0,0,0,0,38
ireo victory valley,3.15,sector 67,12846.0,3,4,3+,15.0,Relatively New,flat,2219.0,0,1,0,1,0,2,149
m3m golfestate,6.15,sector 65,18331.0,3,4,2,20.0,Relatively New,flat,3355.0,0,0,0,0,0,0,34
antriksh heights,0.89,sector 84,4370.0,3,3,3,8.0,Relatively New,flat,1833.0,0,0,0,1,0,0,67
independent,8.0,sector 27,26298.0,9,9,3,4.0,Relatively New,house,3042.0,1,1,1,1,0,1,110
godrej nature plus serenity,1.39,sector 33,11583.0,3,2,3+,23.0,Under Construction,flat,1333.0,0,0,0,0,0,0,105
independent,3.51,sector 54,12342.0,4,4,3,4.0,New Property,house,2844.0,0,1,0,0,0,0,73
emaar mgf emerald floors premier,2.36,sector 65,14303.0,3,3,3,2.0,Relatively New,flat,1524.0,1,1,0,0,0,2,136
krrish florence estate,1.65,sector 70,7764.0,3,4,3+,27.0,New Property,flat,1923.0,1,1,0,0,0,0,81
antriksh green,2.25,sector 45,7826.0,4,4,2,9.0,Old Property,flat,3194.0,0,1,0,0,0,1,23
m3m latitude,4.6,sector 65,26790.0,3,3,3,7.0,New Property,flat,1717.06,1,1,1,1,0,0,115
orris aster court premier,1.45,sector 85,6839.0,3,4,2,3.0,New Property,flat,1616.0,0,1,0,0,0,0,16
sobha city,2.4,sector 108,17378.0,2,2,2,14.0,New Property,flat,1250.0,0,0,0,0,0,2,113
signature global solera 2,0.5,sector 107,8928.0,2,2,2,13.0,New Property,flat,622.0,0,0,0,0,0,0,8
ramsons kshitij,0.17,sector 95,544.0,1,1,1,12.0,Relatively New,flat,3569.0,0,0,0,0,0,0,56
dlf new town heights,1.3,sector 86,6735.0,3,3,3,12.0,Moderately Old,flat,1747.0,0,1,0,1,0,0,106
vatika gurgaon,1.4,sector 83,7179.0,4,4,3,10.0,Relatively New,flat,2167.0,0,1,0,0,0,0,35
cancon enclave,1.05,sector 4,7777.0,3,2,2,2.0,New Property,flat,1500.0,0,0,0,0,0,2,0
independent,0.34,sector 39,7556.0,1,1,1,1.0,Relatively New,house,450.0,0,0,0,0,0,0,0
emaar mgf palm hills,1.09,sector 77,5382.0,3,4,3+,5.0,Relatively New,flat,1833.0,0,1,0,0,1,2,167
signature global park,0.65,sohna road,7299.0,2,2,3,1.0,New Property,flat,822.0,0,0,0,0,0,0,58
ramsons kshitij,0.22,sector 95,6470.0,1,1,1,2.0,New Property,flat,308.0,0,0,0,0,0,0,0
shri ram apartments,0.36,sector 4,3789.0,2,2,1,4.0,Relatively New,flat,1056.0,0,0,0,0,0,0,0
ss the leaf,1.17,sector 85,6720.0,2,3,3,10.0,Relatively New,flat,1550.0,0,0,0,0,1,0,49
independent,5.0,sector 2,15385.0,6,6,2,1.0,Moderately Old,house,3611.0,0,0,0,0,0,0,0
smart world orchard,2.55,sector 61,15644.0,3,3,2,4.0,New Property,flat,1630.02,0,0,0,0,1,0,30
ss residency,0.48,sector 6,5333.0,3,2,2,2.0,Moderately Old,flat,111.0,0,0,0,0,0,0,54
sobha city,2.33,sector 108,14463.0,3,3,3,17.0,Relatively New,flat,1711.0,0,0,1,0,0,2,159
ss the leaf,2.2,sector 85,5641.0,4,6,3,10.0,Relatively New,flat,3920.0,0,1,0,0,0,0,174
ss the leaf,1.77,sector 85,7350.0,3,4,3+,7.0,New Property,flat,2179.0,0,0,1,0,0,0,107
sanskriti apartments,2.5,sector 43,13513.0,3,2,3,5.0,Old Property,flat,1674.0,1,0,0,0,0,0,0
ats tourmaline,1.4,sector 109,8000.0,3,3,3+,5.0,Relatively New,flat,1466.0,0,0,0,0,0,0,44
hcbs sports ville,0.3,sohna road,4011.0,2,2,2,3.0,Relatively New,flat,743.0,0,0,0,0,0,0,0
suncity essel towers,8.95,sector 28,17900.0,5,6,3+,4.0,Moderately Old,house,5000.0,0,0,0,0,0,0,0
orchid petals,2.45,sector 49,11887.0,3,3,3,0.0,Relatively New,flat,1865.0,1,0,0,0,0,0,49
gls arawali homes,0.28,sohna road,4938.0,2,2,2,3.0,Relatively New,flat,500.0,0,0,0,0,0,2,42
orris aster court,0.9,sector 85,5671.0,3,3,3,8.0,Relatively New,flat,1436.0,0,0,0,0,0,0,49
vatika lifestyle homes,1.15,sector 83,8214.0,3,3,1,7.0,Moderately Old,flat,1607.0,0,0,0,0,0,2,95
m3m skywalk,1.5,sector 74,12500.0,2,2,3,17.0,Relatively New,flat,1300.0,0,0,1,0,0,0,174
experion windchants,3.1,sector 112,20666.0,2,2,3,9.0,Relatively New,flat,1500.05,1,1,1,0,0,2,80
gls arawali homes,0.28,sohna road,5982.0,2,2,2,3.0,Relatively New,flat,520.0,0,0,0,0,0,0,42
ss the leaf,1.3,sector 85,10483.0,2,2,3+,10.0,Relatively New,flat,1491.0,0,0,1,0,0,0,148
pyramid pride,0.5,sector 76,6578.0,2,2,1,8.0,Under Construction,flat,844.0,0,0,0,0,0,0,76
shreeram apartment ii,0.21,sector 4,4666.0,1,1,1,2.0,Relatively New,flat,500.0,0,0,0,0,0,0,7
emaar mgf the palm drive,3.5,sector 66,15901.0,3,3,2,4.0,Relatively New,flat,2200.0,1,0,0,0,0,0,89
independent,4.45,sector 25,32963.0,4,3,3+,2.0,Moderately Old,house,1350.0,0,0,1,0,0,0,79
greenopolis,0.9,sector 89,4700.0,3,3,0,14.0,Under Construction,flat,1910.0,0,0,0,0,0,0,67
pareena coban residences,1.35,sector 99a,6761.0,3,5,3,6.0,New Property,flat,1807.0,0,1,0,0,1,0,60
vipul world floors,4.3,sector 48,13870.0,4,5,3+,4.0,New Property,flat,3444.0,1,1,0,1,0,0,88
independent,3.4,sector 14,15111.0,3,3,3,1.0,Old Property,house,2250.0,0,0,0,0,0,0,32
corona gracieux,1.46,sector 76,5500.0,4,6,3+,8.0,New Property,flat,2398.0,0,1,0,0,0,0,58
tulip violet,1.75,sector 69,8882.0,4,4,1,12.0,Relatively New,flat,1783.0,0,0,0,0,0,0,86
emaar palm gardens,1.55,sector 83,9011.0,3,3,3,4.0,Relatively New,flat,1400.0,0,1,0,0,0,2,174
senate court,0.9,sector 62,14084.0,1,1,0,0.0,Relatively New,flat,639.0,0,0,0,0,0,0,0
the crew bos chs manesar,0.85,manesar,3695.0,3,3,2,2.0,Moderately Old,flat,2556.0,0,0,0,0,0,0,44
ss the leaf,1.83,sector 85,7610.0,3,4,3,9.0,Relatively New,flat,1925.0,0,0,0,0,0,0,49
ansal heights 86,0.78,sector 86,5735.0,2,2,1,8.0,New Property,flat,1231.0,0,0,0,0,0,0,67
experion the heartsong,1.02,sector 108,7950.0,2,3,3,4.0,Relatively New,flat,1283.0,1,0,0,0,0,0,112
international city by sobha phase 1,6.75,sector 109,10838.0,4,4,3+,2.0,New Property,house,6228.0,0,1,0,1,0,0,130
independent,0.5,sector 9,6083.0,3,2,1,1.0,Old Property,house,822.0,0,0,0,0,0,0,0
international city by sobha phase 1,6.0,sector 109,9634.0,5,5,3+,2.0,Relatively New,house,6228.0,1,1,1,1,0,0,160
kendriya vihar,0.47,sector 56,7768.0,1,1,1,3.0,Old Property,flat,672.0,0,0,0,0,0,2,52
m3m merlin,3.0,sector 67,14655.0,3,3,3+,4.0,Relatively New,flat,2047.08,0,0,1,0,0,2,174
ats tourmaline,1.75,sector 109,8139.0,3,4,3+,9.0,Relatively New,flat,1946.0,0,1,0,0,0,0,94
ss the leaf,1.99,sector 85,8659.0,3,4,3+,17.0,Relatively New,flat,2398.0,0,1,0,0,0,2,174
ss the leaf,1.3,sector 85,7779.0,2,2,3+,16.0,Relatively New,flat,1406.0,0,0,1,0,0,0,148
sare homes,0.68,sector 92,5238.0,3,3,2,11.0,Relatively New,flat,1442.0,0,0,0,1,0,0,100
ashiana mulberry,0.9,sohna road,6143.0,2,2,3+,7.0,Moderately Old,flat,1100.0,1,0,0,0,0,2,156
ats tourmaline,1.75,sector 109,10000.0,3,3,3,4.0,New Property,flat,1466.0,0,0,0,0,0,0,31
bestech park view residency,0.98,sector 2,6932.0,2,2,3,11.0,Moderately Old,flat,1281.0,0,0,0,0,0,0,83
dlf new town heights,2.0,sector 91,6967.0,4,4,3+,16.0,Moderately Old,flat,2468.0,1,1,0,1,0,0,65
independent,4.0,sector 53,17778.0,5,5,2,3.0,Relatively New,house,2250.0,1,0,0,0,0,0,23
independent,0.67,sector 4,8557.0,3,2,1,1.0,Moderately Old,house,783.0,0,0,0,1,1,0,19
paras dews,1.0,sector 106,7220.0,2,2,3+,2.0,New Property,flat,940.0,0,0,0,0,0,2,21
mapsko casa bella,3.0,sector 82,6134.0,4,6,3+,25.0,Relatively New,flat,4425.0,0,1,0,1,0,2,119
tata primanti,3.85,sector 72,13253.0,4,5,3+,13.0,Relatively New,flat,2629.0,0,1,0,0,0,2,174
signature global orchard avenue,0.4,sector 93,7359.0,2,2,2,11.0,New Property,flat,604.0,0,0,0,0,0,0,37
apna enclave,0.8,sector 3,6153.0,3,3,1,0.0,Old Property,flat,1000.0,0,0,0,0,0,0,0
ireo victory valley,4.5,sector 67,14097.0,4,4,3+,0.0,Relatively New,flat,3160.0,0,1,0,1,0,2,42
m3m woodshire,1.39,sector 107,5887.0,3,4,3+,6.0,Relatively New,flat,2057.0,0,1,0,1,0,2,174
kamal residence,0.4,sohna road,7633.0,2,2,1,0.0,New Property,flat,582.0,0,0,0,0,1,2,16
emaar gurgaon greens,1.5,sector 102,9090.0,3,3,3,7.0,Relatively New,flat,1315.0,0,0,0,1,0,2,174
m3m skywalk,1.4,sector 74,9831.0,2,2,2,17.0,New Property,flat,1289.0,0,0,0,0,0,2,167
spaze privvy the address,1.25,sector 93,5701.0,4,4,3,16.0,Relatively New,flat,2105.0,0,0,0,0,0,0,0
vatika india next,6.5,sector 82,20062.0,4,3,0,2.0,Relatively New,house,3240.0,0,0,0,0,0,0,0
godrej habitat,1.25,sector 3,8656.0,2,2,3,14.0,Under Construction,flat,1161.0,0,0,0,0,0,0,36
dlf icon,5.8,sector 43,20707.0,4,4,3+,18.0,Old Property,flat,2801.0,0,0,0,0,0,0,0
aipl the peaceful homes,2.5,sector 70a,10638.0,3,4,3,8.0,Relatively New,flat,2127.0,0,1,1,0,0,2,174
dlf new town heights,1.88,sector 90,6894.0,4,4,3+,20.0,Relatively New,flat,2726.0,0,1,0,1,0,0,145
dlf city plots phase 2,7.5,sector 25,31686.0,9,9,3+,4.0,Relatively New,house,2300.5,1,1,0,1,0,2,160
shapoorji pallonji joyville gurugram,0.96,sector 102,10491.0,2,2,2,10.0,Relatively New,flat,828.0,0,0,0,0,0,0,132
godrej meridien,3.2,sector 106,16000.0,3,3,3+,6.0,Under Construction,flat,2224.0,0,1,0,0,0,0,49
paras dews,0.95,sector 106,6859.0,2,2,3+,2.0,Relatively New,flat,940.0,0,0,0,0,0,0,49
paras dews,1.25,sector 106,7102.0,3,4,3+,5.0,Relatively New,flat,1186.0,0,1,0,0,0,0,165
dlf the skycourt,2.2,sector 86,11500.0,3,3,1,7.0,Relatively New,flat,1747.0,0,0,0,1,0,1,77
independent,0.8,sector 4,11852.0,2,3,1,2.0,Moderately Old,house,675.0,0,0,0,0,0,0,0
signature global solera,0.27,sector 107,5521.0,2,2,2,0.0,Relatively New,flat,543.0,0,0,0,0,0,0,45
m3m heights,2.8,sector 65,15000.0,3,3,3,20.0,Under Construction,flat,1866.67,0,0,0,0,0,0,91
signature global park,0.75,sohna road,6938.0,2,2,0,1.0,Relatively New,flat,1081.0,0,0,0,0,0,0,58
unitech uniworld resorts,8.5,sector 33,17820.0,5,5,3+,3.0,New Property,house,4770.0,1,1,1,1,0,2,145
sushant lok 1 builder floors,1.65,sector 43,3395.0,4,4,3+,4.0,Moderately Old,house,540.0,0,0,0,0,1,1,49
international city by sobha phase 2,6.2,sector 109,25514.0,5,5,2,2.0,Relatively New,house,2430.0,0,1,0,0,0,0,135
indiabulls centrum park,2.45,sector 103,8521.0,4,4,3,11.0,Relatively New,flat,2602.0,1,1,1,1,0,0,38
emaar mgf emerald floors premier,2.79,sector 65,14126.0,4,4,3+,2.0,Relatively New,flat,2194.0,1,1,0,0,0,1,174
elan mercado,0.85,sector 80,12408.0,1,1,1,15.0,Relatively New,flat,761.0,0,0,0,0,0,0,60
ireo skyon,3.8,sector 60,13571.0,4,5,3,15.0,Moderately Old,flat,2791.0,0,1,0,0,0,2,145
independent,0.9,sector 12,13333.0,2,4,0,2.0,Old Property,house,675.0,0,0,0,0,0,0,0
smart world orchard,1.9,sector 61,22700.0,3,3,3,1.0,New Property,flat,1137.0,0,0,0,0,0,0,30
the roselia 2,0.45,sector 95,6475.0,2,2,2,19.0,New Property,flat,695.0,0,0,0,0,0,0,0
m3m merlin,2.98,sector 67,14557.0,3,3,3,0.0,Relatively New,flat,2047.13,0,0,0,0,1,2,49
assotech blith,1.15,sector 99,6593.0,2,2,2,2.0,New Property,flat,1235.0,0,0,0,0,1,2,72
bestech park view grand spa,2.25,sector 81,8458.0,3,4,3+,8.0,Relatively New,flat,2300.0,1,1,1,0,0,2,122
dlf city plots,17.3,sector 26,38737.0,6,7,3+,3.0,New Property,house,4518.0,1,1,1,1,0,2,124
godrej aria,0.95,sector 79,6551.0,2,2,3,5.0,Relatively New,flat,1611.0,0,0,0,0,0,2,174
vatika gurgaon,1.12,sector 83,6455.0,3,3,2,4.0,Relatively New,flat,1200.0,1,1,1,1,0,2,165
dlf the skycourt,1.56,sector 86,8087.0,3,4,3+,17.0,Relatively New,flat,1580.0,0,0,1,0,0,0,174
mian wali,1.7,sector 12,9444.0,1,1,1,1.0,Old Property,house,1800.0,0,1,0,0,0,0,7
independent,23.0,sector 26,25556.0,4,4,3+,2.0,Relatively New,house,9000.0,1,1,1,1,0,2,145
hsiidc sidco aravali,0.9,manesar,3648.0,4,4,3,7.0,Moderately Old,flat,2233.0,0,0,0,0,0,0,0
puri diplomatic greens,3.4,sector 111,11525.0,4,5,3+,14.0,Relatively New,flat,2670.0,0,1,0,0,0,2,94
independent,5.25,sector 43,27132.0,4,4,2,2.0,Old Property,house,1935.0,1,1,0,0,0,2,80
independent,1.8,sector 15,10000.0,4,3,1,1.0,Old Property,house,1800.0,0,0,0,0,0,0,16
shree vardhman flora,0.7,sector 90,5325.0,2,2,3,9.0,New Property,flat,1350.0,1,0,0,0,0,0,60
dlf regal gardens,1.7,sector 90,7223.0,4,4,3+,15.0,Moderately Old,flat,2005.0,0,1,0,0,0,0,38
the close north,2.35,sector 50,11227.0,3,3,3,8.0,Moderately Old,flat,2000.0,0,0,1,0,0,2,149
imperia the esfera,0.87,sector 37c,5513.0,2,3,3+,9.0,New Property,flat,1428.0,1,0,0,0,0,0,49
raisina residency,5.0,sector 59,13058.0,4,4,3+,13.0,Relatively New,flat,4254.0,1,1,1,1,0,2,174
la vida by tata housing,3.35,sector 113,12444.0,4,4,3+,11.0,Relatively New,flat,2991.0,1,1,0,0,0,2,174
tata primanti,5.0,sector 72,11363.0,4,4,3+,2.0,New Property,flat,4000.0,1,1,1,0,0,2,174
imperia the esfera,0.85,sector 37c,5386.0,2,3,3,9.0,Relatively New,flat,1442.0,1,0,0,0,0,0,49
emaar mgf the palm drive,2.8,sector 66,14358.0,3,3,2,12.0,New Property,flat,1950.13,1,1,0,1,0,1,69
unitech nirvana birch court,7.1,sector 50,31430.0,3,3,3,1.0,Moderately Old,house,2259.0,0,1,0,0,0,0,49
orchid petals,2.51,sector 49,12178.0,3,3,3+,7.0,Old Property,flat,2061.09,1,0,0,0,0,2,72
eros rosewood city,3.75,sector 49,22046.0,3,3,1,2.0,Old Property,house,1701.0,0,0,0,1,0,2,6
experion the heartsong,1.7,sector 108,8487.0,3,4,3+,14.0,Relatively New,flat,1500.29,0,1,0,0,0,0,119
emaar gurgaon greens,1.42,sector 102,8606.0,3,3,3,4.0,Relatively New,flat,1314.0,0,0,0,0,1,0,49
independent,2.1,sector 40,23333.0,3,3,2,3.0,Moderately Old,house,900.0,0,0,0,0,1,2,35
tulip ivory,2.0,sector 70,8333.0,4,5,3+,6.0,Moderately Old,flat,2114.0,0,1,0,0,0,2,95
ss,1.18,sector 85,7170.0,2,2,3,4.0,Relatively New,flat,1630.0,0,0,0,0,0,0,49
signature global city 81,0.75,sector 81,6849.0,3,2,3,4.0,Under Construction,house,1095.0,1,0,0,0,0,0,97
smart world orchard,1.85,sector 61,14800.0,2,2,2,3.0,New Property,flat,1389.0,0,0,0,0,0,0,44
housing board colony,2.1,sector 28,23333.0,2,8,3+,4.0,Moderately Old,house,900.0,0,0,0,0,1,2,38
vatika the seven lamps,1.0,sector 82,5923.0,2,2,2,11.0,Relatively New,flat,1299.0,1,0,0,0,0,2,90
m3m soulitude,1.3,sector 89,8700.0,3,3,2,1.0,New Property,flat,1179.0,0,0,0,0,1,0,45
independent,1.25,sector 4,8681.0,2,3,0,1.0,Moderately Old,house,160.0,0,0,0,0,0,0,0
suncity vatsal valley,1.45,gwal pahari,10139.0,3,3,3,4.0,Under Construction,flat,1430.0,0,0,0,0,0,0,49
afnhb jalvayu vihar,1.45,sector 30,11153.0,3,2,2,2.0,Old Property,flat,1300.0,0,0,0,0,0,1,75
independent,0.45,sector 7,5000.0,3,2,1,2.0,Old Property,house,900.0,0,0,0,0,1,0,12
independent,7.0,sector 41,28283.0,7,7,3+,3.0,Moderately Old,house,2475.0,1,1,1,1,0,1,151
signature global synera,0.48,sector 81,8026.0,2,2,1,14.0,Relatively New,flat,547.0,0,0,0,0,0,2,14
